1000 0
51 55 23
872 882 47
820 831 55
756 760 13
871 873 2
872 877 85
662 668 43
366 381 80
274 277 48
834 845 24
116 129 52
985 993 35
855 868 89
871 887 54
664 670 15
135 137 21
106 120 76
494 513 87
448 454 79
388 400 79
29 34 62
942 958 15
908 922 57
47 50 34
670 681 2
721 738 99
761 780 93
978 989 67
535 555 13
443 451 62
354 367 20
859 877 79
658 664 65
869 885 64
890 896 10
769 785 42
246 257 36
51 68 29
563 576 52
836 844 11
470 485 74
458 461 64
457 468 16
105 118 53
36 54 71
0 3 78
986 996 82
311 328 72
211 226 44
372 374 29
864 879 43
573 593 77
484 496 92
463 467 13
777 785 1
349 361 82
987 992 71
534 546 90
108 110 22
504 509 92
760 774 14
260 280 26
192 196 51
220 235 25
733 744 14
775 789 6
948 967 16
790 805 59
674 693 65
137 153 1
543 545 71
957 971 75
494 511 100
943 949 89
592 598 94
834 839 14
396 416 78
903 914 65
937 945 36
993 996 58
824 829 18
422 442 90
907 924 39
863 881 41
728 746 81
222 229 27
639 649 88
353 358 91
665 671 65
555 566 91
118 130 72
491 510 74
965 979 87
765 783 37
535 539 4
390 395 7
686 688 26
273 279 37
699 708 19
859 861 89
803 813 27
771 789 5
367 382 14
630 648 29
760 778 50
243 260 90
294 296 49
396 410 88
320 338 7
13 22 26
635 650 29
933 945 97
602 620 95
617 624 100
742 749 38
459 465 88
76 82 23
752 769 16
386 388 55
270 275 21
598 607 1
338 353 91
959 964 6
157 168 77
52 72 85
308 324 74
563 575 10
802 813 68
225 231 67
163 177 70
549 562 12
357 365 28
679 690 43
369 379 28
973 993 68
486 504 97
117 129 58
246 266 80
249 251 88
906 917 49
937 941 50
262 280 93
933 950 99
383 400 66
456 472 6
303 310 42
526 529 13
171 189 69
7 10 27
686 693 88
434 438 27
550 564 83
836 839 96
702 707 4
470 481 5
89 92 7
182 191 72
72 91 30
932 941 53
397 412 81
414 428 41
17 30 87
121 139 1
656 676 9
774 793 6
717 720 46
950 967 14
296 306 78
88 98 98
948 963 49
485 491 69
225 230 96
400 418 38
983 988 39
693 705 2
566 584 19
126 128 1
586 606 51
550 568 11
312 319 96
759 771 28
422 439 19
164 170 29
631 640 25
117 123 86
818 837 7
871 889 60
660 678 10
297 300 33
100 107 93
594 610 43
365 370 86
671 679 13
291 311 9
921 928 41
497 512 43
710 729 20
579 598 47
827 838 55
320 328 29
729 743 36
860 872 18
695 706 62
473 488 46
793 803 63
564 568 23
661 681 11
861 870 18
912 930 26
269 272 94
869 886 81
31 50 75
414 433 28
928 930 71
266 284 70
483 488 47
401 409 99
603 613 18
475 492 66
92 105 47
678 686 79
700 706 97
526 531 58
163 169 73
971 990 85
893 898 95
749 765 46
41 49 98
499 507 9
270 282 30
43 50 67
929 941 50
480 495 6
40 51 14
720 737 82
849 858 95
557 576 23
385 398 47
385 393 67
415 427 45
498 514 78
6 23 18
450 456 30
78 95 83
287 294 20
191 197 47
616 620 85
235 249 43
737 741 62
691 707 62
215 234 21
662 676 3
130 149 76
164 169 81
524 526 74
150 152 22
264 270 67
981 994 77
992 997 82
19 29 11
221 236 78
482 498 22
224 238 77
146 165 99
675 692 34
171 182 59
610 629 9
394 399 14
16 23 67
880 897 88
429 434 78
98 104 61
923 943 77
39 57 65
95 111 85
133 153 70
918 932 67
430 442 6
714 731 55
234 250 99
603 622 13
435 440 33
488 496 11
290 310 70
418 427 25
120 137 1
384 391 89
418 430 14
158 172 84
599 608 34
875 893 55
578 590 79
282 295 97
208 222 71
802 820 62
183 195 72
568 584 33
314 333 45
792 805 95
141 145 96
235 250 90
972 978 13
219 236 52
804 815 71
628 630 21
823 826 19
482 502 56
90 93 34
227 239 11
953 966 79
671 688 37
728 748 8
968 974 82
506 521 2
206 223 37
199 201 77
522 539 90
237 257 22
690 692 47
161 164 36
798 811 46
685 698 52
754 757 12
562 572 93
849 867 75
986 991 29
620 627 59
952 965 74
4 13 23
416 433 14
572 575 65
301 312 15
822 839 33
832 851 33
710 725 49
576 592 99
249 260 100
469 484 76
493 497 34
69 82 82
807 815 87
718 726 41
528 546 2
717 726 32
294 297 52
689 700 10
567 573 61
321 333 28
915 934 35
187 194 64
754 761 31
893 902 27
234 241 32
856 876 46
122 125 87
978 994 79
868 884 48
635 646 64
919 938 36
502 508 98
937 954 36
407 415 97
590 595 7
538 552 62
962 980 5
403 409 59
123 140 59
12 19 49
333 345 79
882 891 24
561 570 31
275 291 79
351 363 24
510 524 27
429 441 47
874 887 36
461 467 74
134 153 88
234 238 93
276 284 72
442 455 26
149 154 61
180 194 64
137 154 69
737 748 63
575 594 7
407 411 89
167 169 28
833 842 61
859 863 58
762 773 34
369 381 72
570 579 45
20 34 16
203 222 74
665 683 23
799 809 46
332 349 63
793 808 11
390 410 37
474 479 22
431 451 74
414 417 11
165 176 30
321 332 84
619 632 35
908 923 100
883 895 96
601 618 58
423 429 24
128 136 85
257 260 27
170 183 14
97 100 61
561 563 4
789 802 68
783 786 14
268 288 20
86 99 40
234 242 95
290 305 81
129 134 68
858 864 4
35 47 42
884 900 60
561 576 18
992 998 70
181 200 77
445 462 82
654 672 40
930 942 62
552 560 12
374 388 34
159 169 2
0 17 98
868 873 45
293 309 69
8 24 97
488 498 2
784 798 38
611 619 1
561 573 25
447 460 32
167 180 49
225 234 11
432 440 67
782 802 89
701 710 37
664 682 35
873 876 24
139 149 15
652 667 80
717 737 63
19 24 7
22 28 14
288 297 17
732 747 94
8 16 12
505 512 44
430 440 64
380 395 90
863 868 8
272 285 10
556 572 24
196 205 49
124 132 50
789 804 32
755 757 26
471 475 67
681 688 61
398 408 42
162 164 96
959 977 67
125 134 62
653 663 26
369 371 86
223 227 31
648 662 42
15 21 36
405 413 2
595 611 89
610 615 48
789 792 32
161 177 12
702 722 44
953 955 8
364 369 90
549 553 17
324 342 83
774 786 57
750 757 3
705 718 46
741 746 33
920 922 63
723 738 72
301 319 90
501 508 73
191 209 45
331 346 36
888 908 71
543 548 58
302 311 70
375 390 1
388 394 3
634 646 100
635 643 42
738 741 85
990 999 50
194 211 88
157 177 37
330 344 83
329 333 13
535 538 6
855 860 23
894 896 26
109 125 25
101 103 74
657 670 85
501 518 80
718 737 33
50 62 29
620 623 2
952 959 84
479 481 47
841 853 91
59 79 35
541 543 94
72 82 10
967 974 67
99 103 93
236 254 50
194 201 68
672 680 73
640 646 72
767 785 54
764 768 99
653 672 46
690 705 90
681 695 14
170 176 71
411 428 44
673 679 69
614 629 46
924 935 71
332 344 53
782 796 93
331 351 31
576 594 28
384 402 96
260 272 58
458 471 1
743 745 37
911 921 1
307 315 28
876 887 3
941 959 66
569 588 74
158 162 5
471 483 20
375 394 32
238 247 39
94 113 52
582 589 94
79 90 62
177 193 89
719 738 13
609 619 5
748 767 49
80 82 99
342 354 56
426 430 99
232 252 2
649 662 7
312 329 6
326 344 73
153 164 65
156 158 87
749 762 58
770 790 74
516 519 29
442 452 51
151 156 44
84 100 74
763 765 71
408 417 11
408 425 56
792 797 98
138 154 72
202 218 51
667 686 26
753 770 32
248 251 35
795 809 42
701 720 12
115 129 55
374 386 25
328 340 77
788 798 22
358 378 57
638 643 57
45 53 26
701 713 20
775 778 15
757 759 32
971 991 19
889 899 2
351 355 40
460 476 3
339 346 95
550 557 27
559 576 97
264 282 62
637 642 89
385 404 85
539 541 33
174 176 37
205 225 35
54 69 84
68 81 85
277 289 14
888 901 30
389 406 91
101 112 63
887 907 69
90 96 26
512 527 72
40 48 68
312 323 63
402 408 3
355 367 46
640 650 31
831 833 81
263 276 4
966 984 36
230 235 44
918 931 85
140 143 94
983 991 54
156 170 40
931 951 43
459 477 17
211 216 75
554 561 18
316 333 18
440 445 84
955 974 21
325 328 72
545 549 24
325 330 94
30 41 53
984 991 39
453 462 20
797 804 14
134 140 4
780 800 79
273 293 73
627 635 77
237 245 88
26 38 11
704 720 18
514 534 61
729 741 24
872 885 63
167 174 29
33 47 98
947 956 53
227 234 97
209 212 23
